index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
36,0.31574434,0.595644723,-0.80212528,-1.433691835,2.192735938,-1.327365447,-0.705142921,0.714039043,-0.114647245,-1.065054423,0.57922777,0.258070345,-0.537354718,-0.318849256,1.092532433
37,-1.7607351,-1.564180809,3.017100807,0.56603293,-0.789116265,1.779972145,0.907095035,-1.375348212,1.010554579,0.073273836,1.945888277,0.513191065,-0.970914951,-0.21371411,-0.355099664
38,1.327604944,2.381280858,-0.723977526,-0.880554705,-1.386074919,1.605669348,-0.661914232,-1.965072334,-0.05606089,1.93357719,1.687876642,0.89454211,-0.709292563,-0.560952043,-0.684119668
39,-1.633839455,1.118303757,-1.596239021,1.078075328,-3.021371114,1.677750874,-0.222069216,2.533802144,1.651877628,-1.225143256,-0.547458856,-0.081142534,0.730696989,-0.560700806,0.48673834
40,1.229396123,1.656733963,-0.709415808,-1.007273567,-0.361064169,1.187402502,-2.012565736,-1.065964985,-0.983115113,0.574169572,-0.24366884,-1.198711998,0.811458774,-0.684413929,3.893580825
41,2.283538842,0.834867326,-0.397653567,2.11619366,2.255529086,3.124178277,1.890556943,-0.103044056,1.475440475,0.031134091,-0.946310033,-0.258540754,0.619678144,-0.664616754,0.525322462
42,0.035984888,0.081851931,-0.485766814,-0.047010996,-1.661786452,2.049229414,1.210625251,-1.857208604,-0.398773385,1.732081982,-0.205717706,0.658348909,0.22799414,-0.301747581,-1.604028487
43,-1.673306489,-0.77032668,-0.858015184,-0.822274451,0.113223452,1.165786631,-1.88334037,2.087514782,0.167348818,-0.547129647,-0.246151093,0.206527936,-0.160812872,-0.515257011,0.535346714
44,-1.567082093,0.252796216,1.844725188,1.722051717,-2.672613538,1.48989854,1.210885331,1.913467689,-0.899288873,-1.044156968,-0.463860402,-0.076404783,0.299118964,0.167081885,-1.162996454
45,1.821880516,-1.164925688,2.391468816,1.023820199,-0.116137555,-0.564263996,-1.357820922,-1.621199402,-0.222083826,0.848550491,1.841412412,1.193322056,-1.210675262,1.334387909,-0.963886433
46,-2.536464939,0.984037785,-0.218876759,-1.578985913,-0.314981386,2.127844023,0.929728078,0.110607556,-1.243744752,1.005748023,-0.784100277,-0.480282937,0.156990674,-0.256403632,-0.021511996
47,1.010073583,1.426231446,-1.400102885,4.391319142,3.380587566,2.991672863,1.164683117,0.394353632,2.680892423,0.477536378,0.053702148,0.645084094,-0.106946481,-0.255395931,-1.133761316
48,-1.306124453,1.956645948,-1.817260902,0.491010594,-2.22225605,-1.566230338,-0.564408652,0.478116555,1.89848147,1.293784233,0.474000878,-1.160679291,-1.226571761,0.567353325,0.304639634
49,1.810240518,0.341550859,-1.291939948,1.888454503,1.91383705,-1.009186534,0.053166617,0.040253011,1.011950975,-2.260915236,-1.045588964,0.051795855,-0.707016373,0.634616866,0.197156904
50,2.195886401,1.143751114,-0.81560323,-1.835310955,1.633101059,-1.008431406,-0.836377743,1.285060278,1.186465307,0.739996862,0.441515555,-0.144238629,-1.616262372,0.531255863,-0.840301697
51,-1.440212365,-0.993033817,-0.181487968,-1.013819973,2.661441065,1.195813056,0.181304117,0.527983538,-0.07902446,-0.040314106,0.126631509,0.174444195,-1.272215123,0.125613949,-0.048565947
52,-2.100006787,-1.598975433,-0.745636773,0.257334106,-0.231303431,0.497907597,0.481472855,-0.334998202,-0.048642759,1.307780678,-1.005708001,-0.499292298,-0.620957344,0.79718457,-2.425685967
53,-1.392121722,-0.255187603,-1.091305956,1.046518794,0.376313865,0.246355072,-0.961244094,-0.048162409,1.011054643,0.913725413,-1.554014045,-0.476258334,-0.509892608,0.214465642,0.616243455
54,-0.251279933,0.689012598,-1.378703702,1.712812238,1.926326773,-1.076851593,0.113546175,-0.08835445,0.551340993,-0.556248694,-1.608039537,0.431409345,-0.970834766,0.194358224,-0.861382869
55,-1.473483238,-1.217181323,-0.226891355,-1.140876217,-0.451971308,-0.228536582,2.000051681,-0.596726766,2.958151807,-0.620718925,-1.534395528,-0.857041365,-0.498259887,0.671609811,-0.670104707
56,2.379892663,0.307368566,-1.480929064,1.985377161,0.474356188,-1.196109131,0.148612294,-0.540834915,-0.183714718,1.852563818,0.7240959,0.181958721,1.221558805,-1.202109033,-0.496528821
57,-2.022543858,0.057920467,-0.925728081,-0.238171227,1.341593488,1.487886137,-1.561505939,1.345209675,-1.541658627,-0.522823073,0.021832827,-0.092909588,0.249150448,-0.579430681,1.515797135
58,0.417158672,-0.490976217,2.389898829,-1.089979282,-0.209643083,-1.875113085,-1.342992823,-0.218522877,1.613552117,0.532139951,0.20443167,-0.024369981,1.569209665,-1.218193876,0.119783558
59,0.206441189,1.479686011,2.234982367,-0.478270456,1.166330624,-2.136562611,-0.847853419,-0.982270381,-0.391385383,0.164890064,-0.461344454,0.111484808,-0.172082064,-0.265954492,0.377494159
60,-2.735310334,0.343395285,1.978124078,2.318006121,1.648247979,-2.058792289,-0.067604352,-0.298397049,-1.04022359,-0.081432487,-0.78721775,-0.19709382,0.147561092,-0.010979206,-0.070082249
61,-2.022092436,-1.181097256,2.840173233,0.370917304,0.849334729,-0.984668523,2.24185689,-1.281402959,0.164209732,-1.533483501,-1.312143162,-0.188903973,0.452484622,0.146060175,-0.151255605
62,-2.711484719,-1.249173481,2.070977789,1.666717954,-1.302930123,-0.667156439,2.386556665,0.115640659,0.25094543,-1.642343613,1.038421937,1.350131093,1.145618728,-1.017328016,-0.158529435
63,1.124958767,2.017003306,-1.178404861,-0.211360157,1.597219842,-1.439929608,-0.42904387,-0.05316326,0.80540717,-1.009247012,-0.419155537,0.078748874,0.096611384,0.396021605,-0.339415695
64,-1.011692786,-0.560464088,-1.230925331,2.185920216,-0.243858025,1.185977689,-1.147877039,-0.798487391,-0.789292493,-0.038211877,0.385345776,0.478622145,0.134252734,-0.498504031,0.835407727
65,0.387494443,-1.368821692,-0.674962483,-0.114446483,1.08177146,1.485024024,-1.471799379,0.819954357,0.633541831,1.366836592,-0.608441616,-0.306469255,0.496129212,-0.297562466,-0.978272777
66,1.243572205,-1.237856343,-0.805542037,-0.102532766,-0.698826036,-0.069596968,-1.379588126,-1.592271698,0.981464526,-0.044257579,1.778050554,0.68673316,-1.755052412,0.356028605,-1.281490514
67,1.981936524,-0.947072066,-1.582082435,1.484118575,-2.169430772,0.825800711,-1.272233608,1.201078495,-1.71466661,-1.002260668,-0.798740937,0.737244253,0.72242882,-0.22429019,-0.79616301
68,-1.681520193,0.468719593,2.270316164,-0.75201927,-0.021181518,-1.425011487,0.414628574,0.723859462,-1.056702519,0.861395679,-0.770164235,-0.845482899,-0.857519254,0.747288549,-0.466600469
69,-2.407014158,3.814148557,-1.59806952,-0.167367602,-2.641438605,-0.528753044,-1.608067237,-1.079709462,-0.032779328,-2.025297239,-0.626343056,1.930878589,-0.880470484,0.04896644,-1.498852796
70,1.710050548,1.371594941,-0.726476956,0.868499606,0.716556754,1.43123632,-1.592259047,-1.982046707,0.471088196,1.489313131,2.049162495,-0.114185607,-0.489929062,-0.648443963,1.002445315
71,4.772739253,0.214803713,-0.223702855,-2.231242772,0.950923317,0.716665901,-0.295245799,0.394958134,-1.047794247,-0.830411684,0.221520671,0.944925327,-1.112586915,0.608201747,-1.743014934
72,-0.539516976,-0.830544336,-0.096369699,0.687700398,3.390519115,1.417631563,0.405276111,-0.752208893,2.312790496,-1.947645674,-0.631919017,-0.455997229,-0.556626278,0.373895024,0.940452573
73,-3.037751993,0.488246483,-0.836275752,-0.043160489,-0.18501266,-0.074303316,-1.147963279,-2.007826658,-0.268219539,1.735076278,1.363128255,1.069701706,-2.012195962,-0.004475091,-1.396490672
74,-3.171823572,0.509934422,-0.575103452,-1.881061956,0.486541675,-0.277599026,2.182175621,1.293919298,-1.972323623,0.592430809,-0.409586206,-0.080525394,-1.412835201,0.399631834,-1.352649001
75,-3.494852668,-0.70882887,-1.789874182,2.034552795,-0.285840636,-1.787275589,0.441569234,0.991734412,-2.002736027,0.461534955,-0.728916244,-0.266690765,0.059087205,0.006401952,-0.052782388
76,-1.677814609,-1.025011308,-1.508712028,2.629945419,-0.440361911,1.10626511,-0.764946294,1.419254353,-0.741330154,-0.306429207,-0.941218761,0.247446857,0.200393201,-0.057764052,0.378985929
77,-1.134330702,-1.202554611,-0.772050999,-0.795088351,0.816691692,-1.3594448,-0.522961806,0.246049852,-0.701971133,1.092862305,-1.082467763,-0.792167092,-0.894290515,0.15184395,0.881947123
78,-2.508598054,-2.347632032,-0.744996654,1.295853603,-0.630287909,-0.398481252,2.84492495,-0.324666212,0.869953419,-1.573380174,0.073877769,0.783595143,-0.457041772,-0.523629032,1.527589117
79,0.232754663,0.645690657,-1.395716521,-0.332047216,-0.297037107,-2.008057623,-0.388372415,0.336933367,-2.90109632,0.007905016,0.818443836,2.006466755,-0.292857492,0.736256425,0.408996595
80,-3.446818575,0.050866927,-0.520977372,-0.752807711,0.726633805,-1.033152666,0.838599859,-2.25350577,-1.646286141,0.894791777,-1.069563052,0.330337928,1.883541158,-1.050542525,-0.696352596
81,-1.207074581,-0.945521266,-0.514054334,-1.916304764,0.31509176,-0.424224466,2.305132218,1.403101701,-1.296462988,0.435137463,0.002279989,-0.10172054,-0.478109417,-0.285715518,-0.020255056
82,0.803752542,1.386364226,2.081754693,-2.164465255,-0.413393571,-1.793946976,-1.693612042,1.685076031,0.61478557,-1.189984137,1.395646925,0.417896255,1.159587249,-0.827890501,0.157518862
83,1.768173531,0.69777241,0.757896474,-0.101302924,1.175215431,0.877876197,0.066694968,2.150970993,0.157841069,-1.087797938,-0.066710859,-0.742742671,-0.75153008,0.279434555,1.299065589
84,0.798995949,-1.865125985,-0.807387292,-1.098169993,0.119742328,0.318632637,-1.329897047,1.809317473,0.090972679,0.85356423,-0.269855214,-1.14862867,-0.886679827,-0.00704277,2.069284014
85,-3.29154277,-0.985204543,-0.885574149,-0.597628987,1.403211544,-1.417838105,-0.311146767,0.109380406,-1.501513454,1.087698728,-1.001721842,-0.125449259,-1.082443128,0.598317666,-1.032627856
86,-3.162407553,-0.294591259,0.088869472,-1.055233234,0.46468025,2.136198451,1.214045402,-1.548819445,-2.110290152,1.077608293,-0.760255043,-0.366798648,0.260105116,-0.093706565,0.42047337
87,0.892634223,0.596580218,-0.399234042,-2.43974899,-1.163284968,2.161247783,0.732611115,1.584354426,-0.892632496,1.974374511,0.206822171,-1.29738478,-0.16369426,-0.089779144,-0.479727356
88,6.126030956,0.978383248,2.531675211,-0.405776831,0.103093044,1.422220869,-0.806646452,1.809476758,-1.275731588,0.427201547,0.411497194,-0.53676636,0.575420228,0.094159734,-0.336754736
89,-2.551045406,-1.910576309,0.134445343,-1.466248785,0.494648197,1.308427104,1.299693907,-0.975212609,1.107808113,-2.876138034,-0.77730964,1.012160511,-0.676781911,0.574135219,-0.468075313
90,-1.838383971,0.688759298,-0.995035995,-1.091095424,-0.244955268,0.282148294,-1.452757272,1.226128234,1.533159723,1.0425751,-1.024513165,-0.876385286,-0.608087932,0.359215975,1.659511456
91,0.63102515,1.342200938,-0.523893088,-0.627489112,-0.29034658,1.585755397,-0.65333189,-1.843932039,-0.330087044,-1.738994363,-1.543433025,0.340176049,1.209162834,-0.081018369,1.176199244
92,3.855836434,-0.898251136,2.705702466,-0.484116249,1.026191591,-0.428605493,2.074690168,1.67535011,-1.663117289,-0.489366959,0.41881892,0.709502158,1.337196219,-1.107450971,-0.851310057
93,-3.122856971,-1.351237205,-0.239238618,0.476426218,0.278107081,1.811088232,-0.272070557,-2.36666784,-0.415565149,0.361921216,2.149181903,0.171648475,-0.469589217,-0.436145058,-0.166597793
94,-1.523412402,-0.665903277,-1.722275075,1.831079868,-1.889703008,1.156933681,-1.272718096,2.074094534,0.699187014,-0.114309801,-0.703176352,0.065768111,0.585091681,-0.346135307,0.447614108
95,-3.044479569,2.528458236,1.643294693,0.607217413,-1.425425251,0.471668962,-2.173329452,1.299251309,-1.758398007,-0.728703448,1.101218628,1.127611889,-0.276427098,-0.793040382,-0.054018634
96,0.985857687,0.525067398,-0.436657137,-1.999200993,0.510062731,1.241486501,-2.227301927,0.930488918,0.656700108,1.132735648,0.758539498,-0.962149852,-0.274801643,-0.404300033,1.169227772
97,4.977892508,0.969810409,0.17787996,-1.04082182,3.134178236,1.822792316,1.689629933,0.650667096,-0.11754234,-0.503922218,0.63410938,0.987855525,-0.721438128,1.80921763,-1.98784897
98,-0.416691117,-0.389284196,2.593824247,-1.2641296,-0.493687595,-1.213116203,-0.081869658,0.300557311,2.877586083,-1.075504832,0.619982369,-0.377815671,1.66169282,-0.994780542,-0.332079059
99,0.689401294,-0.753891427,-1.131187709,-1.030072144,0.703551898,-1.295607304,-0.655717697,2.29657732,0.339438314,-0.373646198,-0.010651674,-0.072069725,-1.285063106,0.722710793,-1.876150184
100,0.31251543,1.453519902,2.760777165,-1.244353381,-1.127807351,1.59922722,0.548894125,0.175821599,-1.879289864,1.402451945,-0.485375811,-1.331997316,0.272048548,-0.404919272,2.028986283
101,-0.14696377,2.454032681,-1.16299433,0.024134155,1.003894786,-1.190249729,-0.599699913,-0.46663237,2.797685175,0.142907459,-1.912518988,-0.693579867,-0.447851764,0.718515365,-0.398506549
102,-0.034580739,-0.898838651,-0.578902385,-0.868919276,-0.480020458,1.167803983,-2.007080817,-0.531702063,0.309508387,-0.850558509,-0.78028367,0.777560582,0.698024642,-0.596877369,1.931062976
103,3.831915361,2.374224059,-0.7420251,-0.917188257,0.942660221,0.250535616,-1.698055317,-0.741221567,1.435575319,-1.754041995,-0.773149926,-0.128550714,-0.434643583,0.639693108,0.934210936
104,-0.603891921,-0.231750839,-0.572914488,-1.388338613,1.077644492,1.63085832,-2.198931477,1.394817565,1.725688755,-1.177490399,0.673756718,0.277026606,0.003671241,-0.606397938,1.304057632
105,-0.041989965,0.360757014,2.023931964,1.521775683,-0.312516366,0.381322928,-1.628014935,-0.567412231,-1.658428424,-0.048975982,-0.967375527,-0.422577161,0.426387132,-0.250427466,0.813315331
106,-2.602234812,-2.396887752,-0.474010805,-0.560304836,1.205410132,-0.600189726,0.9321,0.612267857,0.409205036,-0.096416994,-0.864616165,-0.737229041,-0.845609593,0.557981937,0.290985107
107,0.495001242,2.466342173,-1.627412369,2.787173443,1.595254803,-0.957002853,0.630507634,1.085801118,2.747329903,1.43229834,0.998120634,3.549036949,1.617082879,7.070742033,1.267717467
108,0.411323271,-1.48316211,2.222449274,0.549666672,-1.173604397,0.207589908,-0.061432083,1.593970671,0.022503642,-0.138877253,0.623884725,0.476268703,-1.464074994,-0.10501432,0.359129174
109,2.562624896,-0.745918259,2.034846103,0.741419733,-0.19535974,-1.269634246,0.789781014,1.12561819,-1.327275028,-0.365605351,0.937355668,0.51711145,-1.745163576,0.256913459,-0.867947432
110,-2.432559776,0.463416292,-0.830272759,-0.013881634,-0.404671717,0.025856558,-1.357698021,-1.656785743,0.91006994,1.636734159,1.412714786,0.345089834,-1.859480826,-0.08230477,-0.031796249
111,3.384719315,-2.187974049,-0.647223892,-0.799407198,-0.074216919,-1.653942342,-0.650599011,-1.699505913,-0.155163391,-0.454531901,-0.662188002,-0.128275983,2.214067017,-0.808173894,-1.00316034
112,-1.66193714,2.148795082,1.16363952,2.816947633,-1.224508499,-0.510483112,-0.874320068,1.904859318,-1.287956101,-0.948422899,-0.942337151,0.412481645,-0.553009555,0.335393606,-0.105175042
113,1.450969843,1.578255619,1.702675741,-0.005526103,-2.458295919,-0.941318229,-1.934837943,0.20346014,-0.240629839,-0.040826486,-1.152273951,-0.033299335,-0.331878712,0.591791173,-0.61151161
114,-0.190558778,-0.977285564,-1.564116652,1.279952623,-1.19319818,-0.866786891,1.577827862,1.951462451,-0.041327989,1.581335976,0.46329395,1.828373733,3.516421455,2.772790209,0.68386373
115,3.010611182,-2.528826634,0.966302667,-0.244461342,0.852692368,-1.974498646,-0.426409523,-0.806398527,-0.905833658,-0.011823701,-0.423490388,-0.404066891,0.258382004,0.00261799,0.039226021
116,-1.690403837,0.581129975,2.212280914,0.646449492,-1.403003289,0.487526902,-2.146741231,-0.866615837,1.57647888,-0.181451292,1.953167772,0.765117944,-0.951606438,-0.504031673,0.043726374
117,2.053486708,-0.805295622,-0.747898633,0.474396723,-2.306367092,2.175564751,1.322244045,-0.606523746,-0.263018311,-0.320544619,0.993903031,0.630686613,0.818385239,0.838039821,1.20662585
118,1.017770517,0.73789013,-1.079053252,-0.696035823,1.23490928,-1.181635779,-0.467779049,0.248657595,-1.168902051,0.645074512,0.329832837,0.452051572,2.273756711,0.129658069,2.017891352
119,0.822733408,1.088691178,1.01794607,-2.104524084,-1.510731624,1.935006263,0.525424591,1.710063465,-1.099650035,0.783088342,0.183441829,-1.035831358,-0.023306543,-0.198319745,0.820990964
120,-0.468853592,-2.333829184,0.15322876,-1.808249158,0.58951526,-0.072228369,1.926960508,-1.189621548,0.980318717,-1.102949388,0.067078124,0.262964602,1.548133031,-1.369589171,1.079375112
121,0.646745062,0.040689934,1.996975851,1.252054597,-0.477055826,0.316461738,-1.670767362,-0.506798452,-1.543871556,1.763459116,-0.909110026,-0.728724117,0.294414806,0.019219866,-0.416340157
122,6.393748687,3.134389643,-0.915604711,-0.198797587,0.907129232,1.363211246,-1.776398351,-0.753361228,-0.697941619,-1.558946832,-0.419574288,0.814983451,0.915553413,0.062010879,0.189150633
123,-0.459972245,-2.272452347,-0.528921414,0.53257503,-0.209887076,0.965555149,-1.693018434,-1.966088361,0.401822825,-1.282940369,1.641394396,1.288427065,-0.885066106,-0.478660887,0.640567453
124,-1.38125032,-0.79938275,-0.32540179,-1.105790121,0.328980073,1.363882507,-2.159428699,-0.538255956,2.38223288,1.520868247,-0.355652948,-0.982427504,0.553365835,-0.298271356,0.261980209
125,1.171711375,0.350813806,2.345084694,-0.519725103,-0.855041039,1.236626979,-0.962427749,1.307103999,0.152105037,-1.81296775,-0.677201471,1.104740404,0.609473476,-0.058787795,-0.893621012
126,-0.365694163,-2.494765227,-0.775541254,0.966736969,-0.091051438,-0.72962827,1.239734337,-1.210350025,1.316614881,1.061853036,0.45346948,0.352516707,1.343264674,-1.028077444,-1.55965647
127,1.878037218,-1.655193268,-0.498292693,-0.613651507,-1.153698032,1.2769427,1.609524431,0.877121298,-0.427200672,-0.363377956,0.829578329,0.109952404,-1.396544149,0.081323458,0.346244742
128,-1.108528456,1.66504582,-1.15153218,-1.63167311,-0.457169711,-1.453198111,-0.926062118,1.04798149,0.674866504,0.997883615,-1.349292814,-0.197886245,-0.992729817,0.322296604,0.612360619
129,-0.730016317,1.200539827,-0.558886162,-1.340148753,-1.396453695,-0.279507083,1.809263684,-1.775507614,0.592886704,-0.436343356,2.38646404,1.135852615,0.45629929,-1.334174746,0.813095177
130,0.00457035,-0.381401915,-0.62883597,0.036468296,1.474520847,0.183460902,-1.067265582,-0.634600952,-0.255247457,0.009699801,-0.993952164,0.179438172,-0.55457212,0.393992111,-0.587956424
131,5.505673188,-0.415926479,1.345230656,-0.947562063,-1.882073574,0.783359716,1.072518164,-2.712850027,-1.332468977,-0.070031618,1.846680548,-0.489009146,-1.509372759,-0.205802684,3.364098193
132,1.651497854,-0.923023115,-0.712423008,-0.830758278,0.609586749,-1.416679931,-0.541383233,-0.671123818,-0.137710817,0.728080499,-1.005193105,-0.61303956,-0.774781817,0.291677191,0.310085863
133,-0.506560118,-0.422089814,-1.162825126,0.605772793,0.272708454,0.040830133,-1.01909603,0.434158777,-2.117819773,-0.789880268,0.494280581,1.031520889,-1.495545627,-0.22073013,0.109020118
134,1.692796155,-1.917076212,-0.444155094,-2.289130494,0.587367278,0.051063416,-1.621362628,0.866478479,0.028716929,0.971671804,0.475360984,0.870686119,-0.691440938,1.7691122,-1.212794941
135,-0.264699206,-2.583154679,2.229747868,1.629392724,0.057130482,0.738033692,-1.429082515,1.317521604,-0.561533985,0.975005016,0.996575045,0.430805667,-0.708804949,-0.37660655,-0.592787253
136,-0.875084306,-2.448518315,1.993741149,2.122500865,-1.591241142,-0.723378796,2.589154662,2.017644114,0.083343584,-0.736990842,-1.025507903,-0.376155096,-0.831253241,0.235404631,0.045705062
137,4.936966959,0.69927272,-0.790768842,-0.992101078,1.045796826,-0.695265538,0.786786436,-0.417351085,-2.102522297,-0.03784817,-0.905730461,-1.065314474,-0.735750614,0.33332901,2.190300224
138,-0.344038052,-0.145761019,-0.13820198,-1.90094481,-0.77111367,1.122805114,1.356355681,-0.162425199,0.730287242,1.025330081,-0.86299291,1.45151677,0.532442118,2.890967735,0.261630505
