index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,-2.012079701,2.012972809,-0.612094131,-2.27677268,-0.18852671,-1.170639284,0.234124141,-0.82602592,1.144459105,-0.346126058,-0.545454625,-0.338228599,-0.049149264,-0.22832384,1.428036813
1,0.867230506,0.453860056,-0.570776532,-1.641493142,1.854354271,-0.171904143,0.468147092,1.286833615,1.485679099,-1.745323325,1.186852194,0.689644321,1.044730664,-1.382620257,1.275849096
2,-3.453994286,-0.865800826,-1.383494368,1.76337596,0.063991639,-1.78493676,0.146134274,-0.927207031,-1.152154332,1.003742266,0.350479243,-0.159435007,-0.403037778,-0.187196715,0.249023783
3,-0.031847781,-1.124209918,-0.828891574,0.130589069,1.605104856,0.518403601,-0.934823294,0.970677062,1.108018558,0.464670609,-0.99412088,-0.33228522,-0.724840125,0.249053806,-0.148111461
4,-0.994511988,0.010615992,-0.939149905,0.022539526,0.183066592,0.287810508,2.524857957,1.930682285,1.772603389,-0.356531186,1.751815676,0.740267794,0.623504664,-1.331836151,-0.944651789
5,-2.92371994,-0.192211272,3.016035154,-0.434591846,0.196637978,0.638935329,1.340867784,-1.009405857,-2.065268908,0.302730071,-0.895040474,-0.228792849,-0.467602543,0.474914272,-0.166252315
6,-2.792777971,1.594425907,-2.131352028,1.360541891,-1.464931351,-1.882608802,-0.071831055,1.583188454,-0.887025664,-0.300621755,-0.723943943,-0.362509484,0.114986023,0.027557828,0.92787897
7,-3.049572139,1.128529862,-0.61434418,-1.551186341,0.815193848,-1.565022208,-0.858285363,-1.366147834,-0.290818855,1.068152198,-0.762425087,-0.70946452,-0.962970594,0.316344274,-0.522430833
8,2.002199902,-2.092849198,-1.118609517,0.539663218,0.628162715,-1.229235501,-0.257210513,0.690428767,-1.186827007,0.120256204,1.866215468,0.246361702,0.8649789,-1.242250262,-0.039399239
9,-2.183616294,-2.56664711,-0.835985763,-0.335224514,1.271161195,-1.120644378,-0.402740704,0.818372122,0.465792301,-0.99196498,-0.213122444,0.827367565,1.515275662,-1.144798493,0.356675017
10,-3.282877768,-0.427251932,3.017051019,0.588230174,-0.418506534,1.700113664,0.968974259,-2.138454868,-0.866641219,0.948550617,1.694750507,0.609138457,-1.05074278,-0.512145029,0.537935551
11,-1.507304382,2.877775382,-0.245982255,-2.957881196,-1.286998514,1.091235918,0.787282175,-0.603747468,1.614433516,1.086529108,-0.647584296,-0.796548661,-0.730528856,0.338903725,-0.405765
12,-1.038972364,-1.570663592,-0.949498217,1.565193653,-0.149892298,1.212500383,-1.110105317,-1.260418053,0.847825694,0.747182486,0.618141972,1.380665063,1.956830919,2.937737209,1.94171733
13,-1.100423476,-0.723268823,-1.189867124,0.691618733,0.308007883,-1.392965253,-0.308508398,0.006498119,0.92358207,0.749795887,-1.500597935,-0.309902112,-0.886510871,0.317603313,-0.274095285
14,-0.211178557,0.658677348,-1.108546062,-0.551079084,-0.983639127,-1.833146491,-0.770363015,-1.591940343,0.857142574,-1.280281453,2.157144651,0.4238018,-1.003581232,-0.400479146,1.271617457
15,2.56608324,0.654746645,-0.728926408,-2.04540294,-1.00472585,1.61958818,-0.721697021,2.120250519,0.252192196,1.230552684,-0.102262232,0.663232688,0.535129319,1.318945224,0.537318915
16,-2.42932148,0.185779673,1.451754214,2.693956121,-1.35934962,0.386886355,-1.258435519,0.871468789,-3.551547738,0.331129834,-0.557343573,-0.235332576,0.79798705,-0.130601952,-0.20072653
17,0.286396847,-0.000756415,-0.234058979,1.53843099,-1.643293386,-2.10868578,-0.492559819,0.626591008,1.416070271,-2.667040713,0.84648886,0.850864107,-0.298587131,0.129742274,-1.217621425
18,-0.78645251,-1.812939146,-0.282769781,-1.043171761,0.43463176,1.321253254,-1.954722903,-0.724191717,1.833032154,0.375009483,-0.334681293,-0.278895142,0.501618667,-0.228637635,0.132316858
19,-2.837158641,-2.136108947,0.327479131,1.132415254,0.289412772,-0.014990554,-0.960087039,1.40091019,-0.196261155,0.0086484,0.889129211,0.697603229,-1.648571869,0.41032818,-1.046068005
20,4.757197266,-1.195676378,-1.832019276,0.656444337,-2.570472497,-2.195419867,-0.253608458,1.07082243,-1.862910345,-0.798383824,-0.998942634,0.390529756,0.203246545,-0.077080869,0.591697615
21,2.350388398,-2.302370394,-0.184194995,-0.982547331,0.708329092,1.055654156,-1.813568488,-1.534859454,0.039429279,0.151896345,-0.498760648,-0.290455561,0.179735874,-0.244027244,0.454087375
22,2.401175244,-0.254351038,-0.901515396,-2.333204231,-0.961231242,-1.037470966,0.403252764,2.039538281,0.398101761,0.185503646,-0.213557186,-0.457988424,-0.350507358,-0.627163024,2.530857003
23,3.767462559,-1.211880206,2.35630153,0.088699088,0.01751486,0.442737158,-2.054031492,0.522919803,-1.360524406,-0.836057564,-0.903103263,0.44127816,0.297556566,0.017198658,0.13465737
24,1.771784559,-0.371338089,-0.156771878,-1.029323129,1.58197531,-0.505653998,0.711298001,-0.907640027,1.796462672,0.972239754,-0.430809568,-1.437179632,-0.900256598,0.413284366,0.894023602
25,0.967868469,-2.768076298,0.168397282,-2.690605067,1.062980781,-0.319993144,2.146196342,0.361309198,-0.320791033,1.188283622,0.474428984,-0.001777613,-0.716744148,-0.412092386,-0.203762544
26,-1.027206267,0.920868221,1.97904115,1.644341496,-0.309709437,-1.553162058,1.026134971,-0.97236304,0.721972833,0.866027408,-0.324997178,-0.088773252,-0.209282516,-0.406851735,0.710346646
27,-0.592645897,1.447510967,2.202323868,2.111408166,0.672645832,1.383202108,-0.131807695,0.111112083,0.211523211,-0.396290205,-1.262335985,0.05208227,0.321817527,-0.278162364,0.473274188
28,0.656181433,-0.488509581,-0.531465647,-0.365069689,0.660686529,1.073159339,-1.673929569,-1.10619306,-0.989523279,0.889973988,-0.562753238,-0.845338427,0.358719354,-0.254969914,1.768060158
29,-2.772356571,-1.610411463,2.457370077,-0.090311555,0.743571904,-1.260185559,0.632255692,0.87168528,-0.46471714,0.142192804,-1.115420957,0.310573092,-1.119307025,0.341170606,-0.672521281
30,-0.219539105,-2.694860771,-0.815246495,1.703946889,-0.788359768,1.782147783,0.255537227,-0.444822894,0.321228253,0.452156499,0.485012579,0.297319748,0.136050199,-0.192480362,-1.06908593
31,0.335747464,2.355925457,-0.853161202,2.031230557,0.98665829,2.175628425,0.279713814,-1.400217499,0.993039697,1.46950382,-0.034335737,-0.424710253,0.361747827,-0.344769989,0.876029031
32,-2.683767589,2.314029845,2.143345117,-1.831463762,0.328903727,-1.805007224,-1.419071429,1.291093856,-0.485005875,0.280914079,1.043727197,0.881191125,0.924018703,-1.604403937,-0.155877161
33,3.503541182,-0.76430861,-0.565333424,-0.643090644,-0.611707868,0.907812483,-1.920993355,-1.547126273,0.214246416,-0.4271108,-1.289409106,0.242071239,1.575363876,0.793221493,0.41030426
34,0.093682172,0.102189528,-1.371382067,0.166197274,0.12817206,-1.292111714,-0.355802021,0.645711422,-1.638592461,-0.511638964,1.562364962,0.766559223,0.831903151,-1.528103105,0.954532093
35,-1.723649544,1.217452971,1.481876163,0.375259687,-1.56714404,-1.797426935,-1.04574041,2.714500059,2.261654976,-0.202386476,0.760785555,0.138061052,-1.808517853,-0.239428623,1.007765973
